providerId,providerName_old,address_old,city_old,state_old,zipCode_old,region,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip,Country,providerName
330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,New York,10029,NY - Manhattan,40.791884,-73.943517,1,place,,,New York,NY,New York County,10029,US,Mount Sinai Hospital
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,New York,11554,NY - East Long Island,40.726411,-73.553342,1,rooftop,2201,Hempstead Tpke,East Meadow,NY,Nassau County,11554,US,Nassau University Medical Center
330028,RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE,STATEN ISLAND,New York,10304,NY - Manhattan,40.635546,-74.106478,1,rooftop,355,Bard Ave,Staten Island,NY,Richmond County,10310,US,Richmond University Medical Center
330030,NEWARK-WAYNE COMMUNITY HOSPITAL,111 DRIVING PARK AVENUE,NEWARK,New York,14513,NY - Rochester,43.060496,-77.100936,1,rooftop,111,Driving Park Ave,Newark,NY,Wayne County,14513,US,Newark-Wayne Community Hospital
330033,"CHENANGO MEMORIAL HOSPITAL, INC",179 NORTH BROAD STREET,NORWICH,New York,13815,NY - Binghamton,42.541205,-75.525911,1,rooftop,179,N Broad St,Norwich,NY,Chenango County,13815,US,"Chenango Memorial Hospital, Inc"
330043,SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,New York,11706,NY - East Long Island,40.725747,-73.241416,1,rooftop,301,E Main St,Bay Shore,NY,Suffolk County,11706,US,Southside Hospital
330044,FAXTON-ST LUKE'S HEALTHCARE,1656 CHAMPLIN AVENUE,UTICA,New York,13503,NY - Elmira,43.098075,-75.275456,1,rooftop,1656,Champlin Ave,Utica,NY,Oneida County,13502,US,Faxton-St Luke'S Healthcare
330045,HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON,New York,11743,NY - East Long Island,40.879419,-73.416036,1,rooftop,270,Park Ave,Huntington,NY,Suffolk County,11743,US,Huntington Hospital
330046,ST LUKE'S ROOSEVELT HOSPITAL,1000 TENTH AVENUE,NEW YORK,New York,10019,NY - Manhattan,40.770311,-73.987609,1,range_interpolation,1000,10th Ave,New York,NY,New York County,10019,US,St Luke'S Roosevelt Hospital
330047,ST MARY'S HOSPITAL AT AMSTERDAM,427 GUY PARK AVENUE,AMSTERDAM,New York,12010,NY - Albany,42.954567,-74.216424,1,rooftop,427,Guy Park Ave,Amsterdam,NY,Montgomery County,12010,US,St Mary'S Hospital At Amsterdam
330049,NORTHERN DUTCHESS HOSPITAL,6511 SPRINGBROOK AVENUE,RHINEBECK,New York,12572,NY - Albany,41.93552,-73.912625,1,rooftop,6511,Springbrook Ave,Rhinebeck,NY,Dutchess County,12572,US,Northern Dutchess Hospital
330055,NEW YORK-PRESBYTERIAN/QUEENS,56-45 MAIN STREET,FLUSHING,New York,11355,NY - East Long Island,40.746964,-73.825712,1,rooftop,56-45,Main St,Flushing,NY,Queens County,11355,US,New York-Presbyterian/Queens
330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,121 DEKALB AVENUE,BROOKLYN,New York,11201,NY - Manhattan,40.690018,-73.977466,1,rooftop,121,Dekalb Ave,Brooklyn,NY,Kings County,11201,US,Brooklyn Hospital Center At Downtown Campus
330057,ST PETER'S HOSPITAL,315 SOUTH MANNING BOULEVARD,ALBANY,New York,12208,NY - Albany,42.657646,-73.803497,1,rooftop,315,S Manning Blvd,Albany,NY,Albany County,12208,US,St Peter'S Hospital
330058,GENEVA GENERAL HOSPITAL,196 -198 NORTH STREET,GENEVA,New York,14456,NY - Rochester,42.857414,-77.034883,0.33,place,,,Geneva,NY,Ontario County,14456,US,Geneva General Hospital
330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,New York,10467,NY - Bronx,40.879864,-73.879895,1,rooftop,111,E 210th St,Bronx,NY,Bronx County,10467,US,Montefiore Medical Center
330061,LAWRENCE HOSPITAL CENTER,55 PALMER AVENUE,BRONXVILLE,New York,10708,NY - White Plains,40.941738,-73.836774,1,range_interpolation,55,Palmer Ave,Bronxville,NY,Westchester County,10708,US,Lawrence Hospital Center
330073,UNITED MEMORIAL MEDICAL CENTER,127 NORTH STREET,BATAVIA,New York,14020,NY - Buffalo,42.980544,-78.231764,0.33,place,,,Batavia,NY,Genesee County,14020,US,United Memorial Medical Center
330074,F F THOMPSON HOSPITAL,350 PARRISH STREET,CANANDAIGUA,New York,14424,NY - Rochester,42.87478,-77.290728,1,range_interpolation,350,Parrish St,Canandaigua,NY,Ontario County,14424,US,F F Thompson Hospital
330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,New York,14214,NY - Buffalo,42.929435,-78.849391,1,rooftop,2157,Main St,Buffalo,NY,Erie County,14214,US,Sisters Of Charity Hospital
330079,ADIRONDACK MEDICAL CENTER,2233 STATE ROUTE 86,SARANAC LAKE,New York,12983,VT - Burlington,44.345798,-74.144522,1,rooftop,2233,State Route 86,Saranac Lake,NY,Franklin County,12983,US,Adirondack Medical Center
330084,ALICE HYDE MEDICAL CENTER,133 PARK STREET,MALONE,New York,12953,VT - Burlington,44.857247,-74.291565,1,rooftop,133,Park St,Malone,NY,Franklin County,12953,US,Alice Hyde Medical Center
330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,ONE NORTON AVENUE,ONEONTA,New York,13820,NY - Binghamton,42.461688,-75.096727,1,place,,,Oneonta,NY,Otsego County,13820,US,Aurelia Osborn Fox Memorial Hospital
330088,EASTERN LONG ISLAND HOSPITAL,201 MANOR PLACE,GREENPORT,New York,11944,NY - East Long Island,41.110406,-72.360986,1,rooftop,201,Manor Pl,Greenport,NY,Suffolk County,11944,US,Eastern Long Island Hospital
330090,ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,ELMIRA,New York,14905,NY - Elmira,42.100853,-76.827541,1,rooftop,600,Roe Ave,Elmira,NY,Chemung County,14905,US,Arnot Ogden Medical Center
330094,COLUMBIA MEMORIAL HOSPITAL,71 PROSPECT AVENUE,HUDSON,New York,12534,NY - Albany,42.245702,-73.778406,1,rooftop,71,Prospect Ave,Hudson,NY,Columbia County,12534,US,Columbia Memorial Hospital
330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,New York,10021,NY - Manhattan,40.764347,-73.954508,1,rooftop,525,E 68th St,New York,NY,New York County,10065,US,New York-Presbyterian Hospital
330102,KENMORE MERCY HOSPITAL,2950 ELMWOOD AVENUE,KENMORE,New York,14217,NY - Buffalo,42.977654,-78.87934,1,rooftop,2950,Elmwood Ave,Buffalo,NY,Erie County,14217,US,Kenmore Mercy Hospital
330103,OLEAN GENERAL HOSPITAL,515 MAIN STREET,OLEAN,New York,14760,NY - Buffalo,42.090206,-78.426697,1,rooftop,515,Main St,Olean,NY,Cattaraugus County,14760,US,Olean General Hospital
330104,NYACK HOSPITAL,160 NORTH MIDLAND AVENUE,NYACK,New York,10960,NJ - Hackensack,41.096082,-73.926106,1,rooftop,160,N Midland Ave,Nyack,NY,Rockland County,10960,US,Nyack Hospital
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,New York,11030,NY - East Long Island,40.777807,-73.701879,1,rooftop,300,Community Dr,Manhasset,NY,Nassau County,11030,US,North Shore University Hospital
330107,PECONIC BAY MEDICAL CENTER,1300 ROANOKE AVENUE,RIVERHEAD,New York,11901,NY - East Long Island,40.934213,-72.673588,1,rooftop,1300,Roanoke Ave,Riverhead,NY,Suffolk County,11901,US,Peconic Bay Medical Center
330115,ONEIDA HEALTHCARE,321 GENESEE STREET,ONEIDA,New York,13421,NY - Syracuse,43.077687,-75.654124,1,rooftop,321,Genesee St,Oneida,NY,Madison County,13421,US,Oneida Healthcare
330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,New York,10021,NY - Manhattan,40.773965,-73.960884,1,rooftop,100,E 77th St,New York,NY,New York County,10021,US,Lenox Hill Hospital
330125,ROCHESTER GENERAL HOSPITAL,1425 PORTLAND AVENUE,ROCHESTER,New York,14621,NY - Rochester,43.192438,-77.586592,1,rooftop,1425,Portland Ave,Rochester,NY,Monroe County,14621,US,Rochester General Hospital
330126,ORANGE REGIONAL MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,New York,10940,NY - White Plains,41.441833,-74.368145,1,rooftop,707,E Main St,Middletown,NY,Orange County,10940,US,Orange Regional Medical Center
330127,JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY SOUTH,BRONX,New York,10461,NY - Bronx,40.857099,-73.847446,1,rooftop,1400,Pelham Pkwy S,Bronx,NY,Bronx County,10461,US,Jacobi Medical Center
330132,TLC HEALTH NETWORK,100 MEMORIAL DRIVE,GOWANDA,New York,14070,NY - Buffalo,42.465257,-78.943474,1,rooftop,100,Memorial Dr,Gowanda,NY,Cattaraugus County,14070,US,Tlc Health Network
330135,BON SECOURS COMMUNITY HOSPITAL,160 EAST MAIN STREET,PORT JERVIS,New York,12771,NJ - Morristown,41.367773,-74.682091,1,rooftop,160,E Main St,Port Jervis,NY,Orange County,12771,US,Bon Secours Community Hospital
330136,MARY IMOGENE BASSETT HOSPITAL,ONE ATWELL ROAD,COOPERSTOWN,New York,13326,NY - Albany,42.714065,-74.890929,1,place,,,Cooperstown,NY,Otsego County,13326,US,Mary Imogene Bassett Hospital
330140,ST JOSEPH'S HOSPITAL HEALTH CENTER,301 PROSPECT AVENUE,SYRACUSE,New York,13203,NY - Syracuse,43.05591,-76.149489,1,rooftop,301,Prospect Ave,Syracuse,NY,Onondaga County,13203,US,St Joseph'S Hospital Health Center
330141,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,101 HOSPITAL ROAD,PATCHOGUE,New York,11772,NY - East Long Island,40.780063,-72.97658,1,rooftop,101,Hospital Rd,Patchogue,NY,Suffolk County,11772,US,Brookhaven Memorial Hospital Medical Center
330144,"IRA DAVENPORT MEMORIAL HOSPITAL, INC",7571 STATE ROUTE 54,BATH,New York,14810,NY - Rochester,42.374348,-77.278407,1,rooftop,7571,State Route 54,Bath,NY,Steuben County,14810,US,"Ira Davenport Memorial Hospital, Inc"
330153,ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,New York,12308,NY - Albany,42.819969,-73.916517,1,rooftop,1101,Nott St,Schenectady,NY,Schenectady County,12308,US,Ellis Hospital
330157,SAMARITAN MEDICAL CENTER,830 WASHINGTON STREET,WATERTOWN,New York,13601,NY - Syracuse,43.964955,-75.914586,1,rooftop,830,Washington St,Watertown,NY,Jefferson County,13601,US,Samaritan Medical Center
330158,GOOD SAMARITAN HOSPITAL OF SUFFERN,255 LAFAYETTE AVENUE,SUFFERN,New York,10901,NJ - Ridgewood,41.111604,-74.135044,1,rooftop,255,Lafayette Ave,Suffern,NY,Rockland County,10901,US,Good Samaritan Hospital Of Suffern
330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,New York,10305,NY - Manhattan,40.584517,-74.085611,1,rooftop,475,Seaview Ave,Staten Island,NY,Richmond County,10305,US,Staten Island University Hospital
330162,NORTHERN WESTCHESTER HOSPITAL,400 EAST MAIN STREET,MOUNT KISCO,New York,10549,NY - White Plains,41.196993,-73.725809,0.7,rooftop,400,Main St,Mount Kisco,NY,Westchester County,10549,US,Northern Westchester Hospital
330163,EASTERN NIAGARA HOSPITAL,521 EAST AVENUE,LOCKPORT,New York,14094,NY - Buffalo,43.168463,-78.706886,0.33,place,,,Lockport,NY,Niagara County,14094,US,Eastern Niagara Hospital
330164,HIGHLAND HOSPITAL,1000 SOUTH AVENUE,ROCHESTER,New York,14620,NY - Rochester,43.157037,-77.599753,0.8,street_center,,Scio St,Rochester,NY,Monroe County,14604,US,Highland Hospital
330167,WINTHROP-UNIVERSITY HOSPITAL,259 FIRST STREET,MINEOLA,New York,11501,NY - East Long Island,40.740691,-73.643055,1,rooftop,259,1st St,Mineola,NY,Nassau County,11501,US,Winthrop-University Hospital
330169,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,NEW YORK,New York,10003,NY - Manhattan,40.732642,-73.981561,1,intersection,,1st Ave,New York,NY,New York County,10003,US,Beth Israel Medical Center
330175,"CORTLAND REGIONAL MEDICAL CENTER, INC",134 HOMER AVENUE,CORTLAND,New York,13045,NY - Syracuse,42.608802,-76.187234,1,rooftop,134,Homer Ave,Cortland,NY,Cortland County,13045,US,"Cortland Regional Medical Center, Inc"
330180,SAMARITAN HOSPITAL,2215 BURDETT AVENUE,TROY,New York,12180,NY - Albany,42.733425,-73.672378,1,rooftop,2215,Burdett Ave,Troy,NY,Rensselaer County,12180,US,Samaritan Hospital
330181,GLEN COVE HOSPITAL,101 ST ANDREWS LANE,GLEN COVE,New York,11542,NY - East Long Island,40.86232,-73.63374,1,place,,,Glen Cove,NY,Nassau County,11542,US,Glen Cove Hospital
330182,"ST FRANCIS HOSPITAL, ROSLYN",100 PORT WASHINGTON BOULEVARD,ROSLYN,New York,11576,NY - East Long Island,40.804303,-73.670586,1,rooftop,100,Port Washington Blvd,Roslyn,NY,Nassau County,11576,US,"St Francis Hospital, Roslyn"
330184,MONTEFIORE NEW ROCHELLE HOSPITAL,16 GUION PLACE,NEW ROCHELLE,New York,10802,NY - Bronx,40.912773,-73.787497,1,rooftop,16,Guion Pl,New Rochelle,NY,Westchester County,10801,US,Montefiore New Rochelle Hospital
330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,75 NORTH COUNTRY ROAD,PORT JEFFERSON,New York,11777,NY - East Long Island,40.939248,-73.054384,1,rooftop,75,N Country Rd,Port Jefferson,NY,Suffolk County,11777,US,John T Mather Memorial Hospital  Of Port Jefferson
330188,MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER,5300 MILITARY ROAD,LEWISTON,New York,14092,NY - Buffalo,43.15412,-79.032395,1,rooftop,5300,Military Rd,Lewiston,NY,Niagara County,14092,US,Mount St Mary'S Hospital And  Health Center
330191,GLENS FALLS HOSPITAL,100 PARK STREET,GLENS FALLS,New York,12801,NY - Albany,43.307336,-73.646974,1,rooftop,100,Park St,Glens Falls,NY,Warren County,12801,US,Glens Falls Hospital
330193,FLUSHING HOSPITAL MEDICAL CENTER,45TH AVENUE AND PARSONS BOULEVARD,FLUSHING,New York,11355,NY - East Long Island,40.755432,-73.815339,1,intersection,,45th Ave,Flushing,NY,Queens County,11355,US,Flushing Hospital Medical Center
330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,New York,11219,NY - Manhattan,40.639361,-73.998668,1,rooftop,4802,10th Ave,Brooklyn,NY,Kings County,11219,US,Maimonides Medical Center
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,New York,11040,NY - East Long Island,40.750157,-73.710783,1,range_interpolation,5,76th Ave,New Hyde Park,NY,Queens County,11040,US,Long Island Jewish Medical Center
330196,CONEY ISLAND HOSPITAL,2601 OCEAN PARKWAY,BROOKLYN,New York,11235,NY - Manhattan,40.586022,-73.965731,1,rooftop,2601,Ocean Pkwy,Brooklyn,NY,Kings County,11235,US,Coney Island Hospital
330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,New York,13676,VT - Burlington,44.676532,-74.982585,1,rooftop,50,Leroy St,Potsdam,NY,St. Lawrence County,13676,US,Canton-Potsdam Hospital
330198,SOUTH NASSAU COMMUNITIES HOSPITAL,ONE HEALTHY WAY,OCEANSIDE,New York,11572,NY - East Long Island,40.653641,-73.630248,1,street_center,,One Healthy Way,Oceanside,NY,Nassau County,11572,US,South Nassau Communities Hospital
330201,KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,BROOKLYN,New York,11203,NY - Manhattan,40.659453,-73.934006,1,range_interpolation,585,Dr Wesley Mcdonald Ave,Brooklyn,NY,Kings County,11203,US,Kingsbrook Jewish Medical Center
330202,KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVENUE,BROOKLYN,New York,11203,NY - Manhattan,40.65625,-73.944614,1,rooftop,451,Clarkson Ave,Brooklyn,NY,Kings County,11203,US,Kings County Hospital Center
330203,CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,New York,13210,NY - Syracuse,43.041394,-76.139169,1,rooftop,736,Irving Ave,Syracuse,NY,Onondaga County,13210,US,Crouse Hospital
330205,ST ANTHONY COMMUNITY HOSPITAL,15 - 19  MAPLE AVENUE,WARWICK,New York,10990,NJ - Ridgewood,41.263058,-74.356574,1,range_interpolation,19,Maple Ave,Warwick,NY,Orange County,10990,US,St Anthony Community Hospital
330208,ST JOHN'S RIVERSIDE HOSPITAL,976 NORTH BROADWAY,YONKERS,New York,10701,NY - White Plains,40.969749,-73.884321,1,range_interpolation,976,N Broadway,Yonkers,NY,Westchester County,10701,US,St John'S Riverside Hospital
330211,CLAXTON-HEPBURN MEDICAL CENTER,214 KING STREET,OGDENSBURG,New York,13669,NY - Syracuse,44.69124,-75.499297,1,rooftop,214,King St,Ogdensburg,NY,St. Lawrence County,13669,US,Claxton-Hepburn Medical Center
330214,NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,New York,10016,NY - Manhattan,40.745527,-73.978449,0.33,place,,,New York,NY,New York County,10016,US,Nyu Hospitals Center
330215,"ROME MEMORIAL HOSPITAL, INC",1500 NORTH JAMES STREET,ROME,New York,13440,NY - Syracuse,43.229125,-75.442699,1,rooftop,1500,N James St,Rome,NY,Oneida County,13440,US,"Rome Memorial Hospital, Inc"
330219,ERIE COUNTY MEDICAL CENTER,462 GRIDER STREET,BUFFALO,New York,14215,NY - Buffalo,42.927145,-78.829295,1,range_interpolation,462,Grider St,Buffalo,NY,Erie County,14215,US,Erie County Medical Center
330221,WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM STREET,BROOKLYN,New York,11237,NY - Manhattan,40.704559,-73.917578,1,rooftop,374,Stockholm St,Brooklyn,NY,Kings County,11237,US,Wyckoff Heights Medical Center
330222,SARATOGA HOSPITAL,211 CHURCH STREET,SARATOGA SPRINGS,New York,12866,NY - Albany,43.085692,-73.797057,1,rooftop,211,Church St,Saratoga Springs,NY,Saratoga County,12866,US,Saratoga Hospital
330223,MASSENA MEMORIAL HOSPITAL,1 HOSPITAL DRIVE,MASSENA,New York,13662,VT - Burlington,44.935795,-74.907383,1,rooftop,1,Hospital Dr,Massena,NY,St. Lawrence County,13662,US,Massena Memorial Hospital
330224,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,105 MARY'S AVENUE,KINGSTON,New York,12401,NY - Albany,41.921992,-73.99896,1,rooftop,105,Marys Ave,Kingston,NY,Ulster County,12401,US,Healthalliance Hospital Marys Avenue Campus
330226,UNITY HOSPITAL OF ROCHESTER,1555 LONG POND ROAD,ROCHESTER,New York,14626,NY - Rochester,43.191963,-77.705079,1,rooftop,1555,Long Pond Rd,Rochester,NY,Monroe County,14626,US,Unity Hospital Of Rochester
330229,BROOKS MEMORIAL HOSPITAL,529 CENTRAL AVENUE,DUNKIRK,New York,14048,NY - Buffalo,42.48019,-79.334619,1,rooftop,529,Central Ave,Dunkirk,NY,Chautauqua County,14048,US,Brooks Memorial Hospital
330233,BROOKDALE HOSPITAL MEDICAL CENTER,1 BROOKDALE PLAZA,BROOKLYN,New York,11212,NY - Manhattan,40.654493,-73.912432,1,rooftop,1,Brookdale Plz,Brooklyn,NY,Kings County,11212,US,Brookdale Hospital Medical Center
330234,WESTCHESTER MEDICAL CENTER,100 WOODS RD,VALHALLA,New York,10595,NY - White Plains,41.086839,-73.803739,1,range_interpolation,100,Woods Rd,Valhalla,NY,Westchester County,10595,US,Westchester Medical Center
330235,AUBURN COMMUNITY HOSPITAL,17 LANSING STREET,AUBURN,New York,13021,NY - Syracuse,42.941438,-76.564509,1,rooftop,17,Lansing St,Auburn,NY,Cayuga County,13021,US,Auburn Community Hospital
330236,NEW YORK METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,New York,11215,NY - Manhattan,40.664322,-73.984132,0.22,place,,,Brooklyn,NY,Kings County,11215,US,New York Methodist Hospital
330238,NICHOLAS H NOYES MEMORIAL HOSPITAL,111  CLARA BARTON STREET,DANSVILLE,New York,14437,NY - Rochester,42.552502,-77.697716,1,rooftop,111,Clara Barton St,Dansville,NY,Livingston County,14437,US,Nicholas H Noyes Memorial Hospital
330239,WOMAN'S CHRISTIAN ASSOCIATION,207 FOOTE AVENUE,JAMESTOWN,New York,14701,PA - Erie,42.091274,-79.232547,1,rooftop,207,Foote Ave,Jamestown,NY,Chautauqua County,14701,US,Woman'S Christian Association
330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,750 EAST ADAMS STREET,SYRACUSE,New York,13210,NY - Syracuse,43.04215,-76.140249,1,rooftop,750,E Adams St,Syracuse,NY,Onondaga County,13210,US,University Hospital S U N Y Health Science Center
330245,ST ELIZABETH MEDICAL CENTER,2209 GENESEE STREET,UTICA,New York,13501,NY - Elmira,43.083458,-75.267036,1,rooftop,2209,Genesee St,Utica,NY,Oneida County,13501,US,St Elizabeth Medical Center
330246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,PORT JEFFERSON,New York,11777,NY - East Long Island,40.946529,-73.06121,1,rooftop,200,Belle Terre Rd,Port Jefferson,NY,Suffolk County,11777,US,St Charles Hospital
330250,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,75 BEEKMAN STREET,PLATTSBURGH,New York,12901,VT - Burlington,44.701003,-73.46926,1,rooftop,75,Beekman St,Plattsburgh,NY,Clinton County,12901,US,Champlain Valley Physicians Hospital Medical Ctr
330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTRE,New York,11570,NY - East Long Island,40.6861,-73.634588,1,range_interpolation,1000,N Village Ave,Rockville Centre,NY,Nassau County,11570,US,Mercy Medical Center
330261,PHELPS MEMORIAL HOSPITAL ASSN,701 NORTH BROADWAY,SLEEPY HOLLOW,New York,10591,NY - White Plains,41.110375,-73.864054,1,rooftop,701,N Broadway,Tarrytown,NY,Westchester County,10591,US,Phelps Memorial Hospital Assn
330264,ST LUKE'S CORNWALL HOSPITAL,70 DUBOIS STREET,NEWBURGH,New York,12550,NY - White Plains,41.503411,-74.014494,1,rooftop,70,Dubois St,Newburgh,NY,Orange County,12550,US,St Luke'S Cornwall Hospital
330267,NEW YORK-PRESBYTERIAN/HUDSON VALLEY HOSPITAL,1980 CROMPOND ROAD,CORTLANDT MANOR,New York,10567,NY - White Plains,41.29154,-73.893603,1,rooftop,1980,Crompond Rd,Cortlandt Manor,NY,Westchester County,10567,US,New York-Presbyterian/Hudson Valley Hospital
330270,HOSPITAL FOR SPECIAL SURGERY,535 EAST 70TH STREET,NEW YORK,New York,10021,NY - Manhattan,40.764897,-73.952902,1,rooftop,535,E 70th St,New York,NY,New York County,10021,US,Hospital For Special Surgery
330273,PUTNAM HOSPITAL CENTER,670 STONELEIGH AVENUE,CARMEL,New York,10512,CT - New Haven,41.385781,-73.664191,1,rooftop,670,Stoneleigh Ave,Carmel,NY,Putnam County,10512,US,Putnam Hospital Center
330276,NATHAN LITTAUER HOSPITAL,99 EAST STATE STREET,GLOVERSVILLE,New York,12078,NY - Albany,43.068112,-74.330839,1,rooftop,99,E State St,Gloversville,NY,Fulton County,12078,US,Nathan Littauer Hospital
330277,CORNING HOSPITAL,1 GUTHRIE DRIVE,CORNING,New York,14830,PA - Sayre,42.389086,-77.642634,0.8,street_center,,Guthrie Rd,Hornell,NY,Steuben County,14843,US,Corning Hospital
330279,MERCY HOSPITAL OF BUFFALO,565 ABBOTT ROAD,BUFFALO,New York,14220,NY - Buffalo,42.848201,-78.812922,1,rooftop,565,Abbott Rd,Buffalo,NY,Erie County,14220,US,Mercy Hospital Of Buffalo
330285,STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,ROCHESTER,New York,14642,NY - Rochester,43.122824,-77.623585,1,rooftop,601,Elmwood Ave,Rochester,NY,Monroe County,14620,US,Strong Memorial Hospital
330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,New York,11795,NY - East Long Island,40.699825,-73.290905,0.33,place,,,West Islip,NY,Suffolk County,11795,US,Good Samaritan Hospital Medical Center
330304,WHITE PLAINS HOSPITAL CENTER,41 EAST POST R0AD,WHITE PLAINS,New York,10601,NY - White Plains,41.025187,-73.769864,1,rooftop,41,E Post Rd,White Plains,NY,Westchester County,10601,US,White Plains Hospital Center
330306,LUTHERAN MEDICAL CENTER,150 55TH STREET,BROOKLYN,New York,11220,NY - Manhattan,40.646616,-74.020579,1,rooftop,150,55th St,Brooklyn,NY,Kings County,11220,US,Lutheran Medical Center
330307,CAYUGA MEDICAL CENTER AT ITHACA,101 DATES DRIVE,ITHACA,New York,14850,NY - Rochester,42.468913,-76.53734,1,rooftop,101,Dates Dr,Ithaca,NY,Tompkins County,14850,US,Cayuga Medical Center At Ithaca
330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,New York,11803,NY - East Long Island,40.77489,-73.478551,1,rooftop,888,Old Country Rd,Plainview,NY,Nassau County,11803,US,Plainview Hospital
330332,ST JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,BETHPAGE,New York,11714,NY - East Long Island,40.726294,-73.478902,1,rooftop,4295,Hempstead Tpke,Bethpage,NY,Nassau County,11714,US,St Joseph Hospital
330340,SOUTHAMPTON HOSPITAL,240 MEETING HOUSE LANE,SOUTHAMPTON,New York,11968,NY - East Long Island,40.885052,-72.380295,1,rooftop,240,Meeting House Ln,Southampton,NY,Suffolk County,11968,US,Southampton Hospital
330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),445 LENOX ROAD,BROOKLYN,New York,11203,NY - Manhattan,40.654727,-73.944281,1,rooftop,445,Lenox Rd,Brooklyn,NY,Kings County,11203,US,University Hospital Of Brooklyn ( Downstate )
330353,FOREST HILLS HOSPITAL,102 - 01 66TH ROAD,FOREST HILLS,New York,11375,NY - East Long Island,40.729608,-73.85226,1,rooftop,102-1,66th Ave,Forest Hills,NY,Queens County,11375,US,Forest Hills Hospital
330372,FRANKLIN HOSPITAL,900 FRANKLIN AVENUE,VALLEY STREAM,New York,11580,NY - East Long Island,40.68129,-73.686483,1,rooftop,900,Franklin Ave,Valley Stream,NY,Nassau County,11580,US,Franklin Hospital
330386,CATSKILL REGIONAL MEDICAL CENTER,68 HARRIS BUSHVILLE ROAD,HARRIS,New York,12742,NY - Albany,41.709261,-74.737322,1,rooftop,68,Harris Bushville Rd,Harris,NY,Sullivan County,12742,US,Catskill Regional Medical Center
330393,UNIVERSITY HOSPITAL ( STONY BROOK ),HEALTH SCIENCES CENTER SUNY,STONY BROOK,New York,11794,NY - East Long Island,40.904512,-73.11174,1,street_center,,Health Sciences Dr,Stony Brook,NY,Suffolk County,11790,US,University Hospital ( Stony Brook )
330394,"UNITED HEALTH SERVICES HOSPITALS, INC",33-57 HARRISON STREET,JOHNSON CITY,New York,13790,NY - Binghamton,42.121506,-75.960064,0.7,rooftop,57,N Harrison St,Johnson City,NY,Broome County,13790,US,"United Health Services Hospitals, Inc"
330395,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,327 BEACH 19TH STREET,FAR ROCKAWAY,New York,11691,NY - East Long Island,40.598651,-73.753003,0.9,rooftop,327,Bch 19th St,Far Rockaway,NY,Queens County,11691,US,St John'S Episcopal Hospital At South Shore
